description_text,link
Data | Road crash deaths down by 5 per cent globally but India’s numbers rise: report,news.google.com/articles/CBMirgFodHRwczovL2Zyb250bGluZS50aGVoaW5kdS5jb20vbmV3cy9kYXRhLXJvYWQtY3Jhc2gtZGVhdGhzLWRvd24tYnktNS1wZXItY2VudC1nbG9iYWxseS1idXQtaW5kaWEtbnVtYmVycy1yaXNlLXdoby1nbG9iYWwtc3RhdHVzLXJlcG9ydC1vbi1yb2FkLXNhZmV0eS0yMDIzL2FydGljbGU2NzYzODA0NS5lY2XSAbMBaHR0cHM6Ly9mcm9udGxpbmUudGhlaGluZHUuY29tL25ld3MvZGF0YS1yb2FkLWNyYXNoLWRlYXRocy1kb3duLWJ5LTUtcGVyLWNlbnQtZ2xvYmFsbHktYnV0LWluZGlhLW51bWJlcnMtcmlzZS13aG8tZ2xvYmFsLXN0YXR1cy1yZXBvcnQtb24tcm9hZC1zYWZldHktMjAyMy9hcnRpY2xlNjc2MzgwNDUuZWNlL2FtcC8?hl=en-IN&gl=IN&ceid=IN%3Aen
What does data tell us about road accidents in India?,news.google.com/articles/CBMic2h0dHBzOi8vd3d3LmhpbmR1c3RhbnRpbWVzLmNvbS9pbmRpYS1uZXdzL3doYXQtZG9lcy1kYXRhLXRlbGwtdXMtYWJvdXQtcm9hZC1hY2NpZGVudHMtaW4taW5kaWEtMTAxNzA0MjIyNTA4NzA0Lmh0bWzSAXdodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vaW5kaWEtbmV3cy93aGF0LWRvZXMtZGF0YS10ZWxsLXVzLWFib3V0LXJvYWQtYWNjaWRlbnRzLWluLWluZGlhLTEwMTcwNDIyMjUwODcwNC1hbXAuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen
"Student, 19, Killed In Road Accident On Delhi-Gurugram Expressway: Cops",news.google.com/articles/CBMibGh0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhLW5ld3Mvc3R1ZGVudC0xOS1raWxsZWQtaW4tcm9hZC1hY2NpZGVudC1vbi1kZWxoaS1ndXJ1Z3JhbS1leHByZXNzd2F5LWNvcHMtNTg0MTgzN9IBcmh0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhLW5ld3Mvc3R1ZGVudC0xOS1raWxsZWQtaW4tcm9hZC1hY2NpZGVudC1vbi1kZWxoaS1ndXJ1Z3JhbS1leHByZXNzd2F5LWNvcHMtNTg0MTgzNy9hbXAvMQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Speeding led to 70% of India road crash deaths,news.google.com/articles/CBMiMmh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1hc2lhLWluZGlhLTY3MjgyMTY10gE2aHR0cHM6Ly93d3cuYmJjLmNvbS9uZXdzL3dvcmxkLWFzaWEtaW5kaWEtNjcyODIxNjUuYW1w?hl=en-IN&gl=IN&ceid=IN%3Aen
Why are India's roads so deadly?,news.google.com/articles/CBMiP2h0dHBzOi8vd3d3LmR3LmNvbS9lbi93aHktYXJlLWluZGlhcy1yb2Fkcy1zby1kZWFkbHkvYS02NzQ1NDM3MNIBP2h0dHBzOi8vYW1wLmR3LmNvbS9lbi93aHktYXJlLWluZGlhcy1yb2Fkcy1zby1kZWFkbHkvYS02NzQ1NDM3MA?hl=en-IN&gl=IN&ceid=IN%3Aen
"Road accidents claimed 19 lives in India every hour in 2022, govt report says 1.68 lakh killed last year | Today News",news.google.com/articles/CBMinwFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy9pbmRpYS9yb2FkLWFjY2lkZW50cy1jbGFpbWVkLTE5LWxpdmVzLWluLWluZGlhLWV2ZXJ5LWhvdXItaW4tMjAyMi1nb3Z0LXJlcG9ydC1zYXlzLTEtNjgtbGFraC1raWxsZWQtbGFzdC15ZWFyLTExNjk4NzU3Mjk1MTgzLmh0bWzSAaMBaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL25ld3MvaW5kaWEvcm9hZC1hY2NpZGVudHMtY2xhaW1lZC0xOS1saXZlcy1pbi1pbmRpYS1ldmVyeS1ob3VyLWluLTIwMjItZ292dC1yZXBvcnQtc2F5cy0xLTY4LWxha2gta2lsbGVkLWxhc3QteWVhci9hbXAtMTE2OTg3NTcyOTUxODMuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen
Four YouTubers killed in tragic road accident in UP’s Amroha,news.google.com/articles/CBMimAFodHRwczovL3d3dy5kbmFpbmRpYS5jb20vaW5kaWEvcmVwb3J0LWZvdXIteW91dHViZXJzLXJvdW5kLTItd29ybGQta2lsbGVkLWluLXRyYWdpYy1yb2FkLWFjY2lkZW50LWluLXVwLXMtYW1yb2hhLWx1Y2t5LXNhbG1hbi1zaGFocnVraC1zaGFobmF3YXotMzA5MjkzNdIBnAFodHRwczovL3d3dy5kbmFpbmRpYS5jb20vaW5kaWEvcmVwb3J0LWZvdXIteW91dHViZXJzLXJvdW5kLTItd29ybGQta2lsbGVkLWluLXRyYWdpYy1yb2FkLWFjY2lkZW50LWluLXVwLXMtYW1yb2hhLWx1Y2t5LXNhbG1hbi1zaGFocnVraC1zaGFobmF3YXotMzA5MjkzNS9hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen
"Tragic Hardoi Accident: Sand-Laden Truck Topples Over Hut, Killing 8 Including 4 Children",news.google.com/articles/CBMigwFodHRwczovL3d3dy5vbmVpbmRpYS5jb20vaW5kaWEvdHJhZ2ljLWhhcmRvaS1hY2NpZGVudC1zYW5kLWxhZGVuLXRydWNrLXRvcHBsZXMtb3Zlci1odXQta2lsbGluZy04LWluY2x1ZGluZy00LWNoaWxkcmVuLTM4NTA0NjUuaHRtbNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
Why India’s road accident and fatality numbers are rising again,news.google.com/articles/CBMihQFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL2luZGlhLXRvZGF5LWluc2lnaHQvc3Rvcnkvd2h5LWluZGlhcy1yb2FkLWFjY2lkZW50LWFuZC1mYXRhbGl0eS1udW1iZXJzLWFyZS1yaXNpbmctYWdhaW4tMjQ1NjgxNC0yMDIzLTExLTAx0gGJAWh0dHBzOi8vd3d3LmluZGlhdG9kYXkuaW4vYW1wL2luZGlhLXRvZGF5LWluc2lnaHQvc3Rvcnkvd2h5LWluZGlhcy1yb2FkLWFjY2lkZW50LWFuZC1mYXRhbGl0eS1udW1iZXJzLWFyZS1yaXNpbmctYWdhaW4tMjQ1NjgxNC0yMDIzLTExLTAx?hl=en-IN&gl=IN&ceid=IN%3Aen
Pune Porsche car accident: Illegal portions of resort owned by accused juvenile’s family demolished in Mahabaleshwar,news.google.com/articles/CBMipwFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9pbmRpYS1uZXdzL3B1bmUtcG9yc2NoZS1jYXItYWNjaWRlbnQtaWxsZWdhbC1wb3J0aW9ucy1vZi1yZXNvcnQtb3duZWQtYnktYWNjdXNlZC1qdXZlbmlsZXMtZmFtaWx5LWRlbW9saXNoZWQtaW4tbWFoYWJhbGVzaHdhci8zNTE4NjAxL9IBrAFodHRwczovL3d3dy5maW5hbmNpYWxleHByZXNzLmNvbS9pbmRpYS1uZXdzL3B1bmUtcG9yc2NoZS1jYXItYWNjaWRlbnQtaWxsZWdhbC1wb3J0aW9ucy1vZi1yZXNvcnQtb3duZWQtYnktYWNjdXNlZC1qdXZlbmlsZXMtZmFtaWx5LWRlbW9saXNoZWQtaW4tbWFoYWJhbGVzaHdhci8zNTE4NjAxL2xpdGUv?hl=en-IN&gl=IN&ceid=IN%3Aen
19 people died every hour in road accident in India last year,news.google.com/articles/CBMifmh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9uZXdzL2luZGlhLzE5LXBlb3BsZS1kaWVkLWV2ZXJ5LWhvdXItaW4tcm9hZC1hY2NpZGVudC1pbi1pbmRpYS1sYXN0LXllYXIvYXJ0aWNsZXNob3cvMTA0ODU2NzMyLmNtc9IBggFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9pbmRpYS8xOS1wZW9wbGUtZGllZC1ldmVyeS1ob3VyLWluLXJvYWQtYWNjaWRlbnQtaW4taW5kaWEtbGFzdC15ZWFyL2FtcF9hcnRpY2xlc2hvdy8xMDQ4NTY3MzIuY21z?hl=en-IN&gl=IN&ceid=IN%3Aen
What India's Hit-And-Run Data Says About Road Accident Deaths,news.google.com/articles/CBMiZGh0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhLW5ld3Mvd2hhdC1pbmRpYXMtaGl0LWFuZC1ydW4tZGF0YS1zYXlzLWFib3V0LXJvYWQtYWNjaWRlbnQtZGVhdGhzLTU3NTQ5MTXSAWpodHRwczovL3d3dy5uZHR2LmNvbS9pbmRpYS1uZXdzL3doYXQtaW5kaWFzLWhpdC1hbmQtcnVuLWRhdGEtc2F5cy1hYm91dC1yb2FkLWFjY2lkZW50LWRlYXRocy01NzU0OTE1L2FtcC8x?hl=en-IN&gl=IN&ceid=IN%3Aen
Ophthalmologist killed as van hits building's security gate,news.google.com/articles/CBMib2h0dHBzOi8vdGltZXNvZmluZGlhLmluZGlhdGltZXMuY29tL2NpdHkvbXVtYmFpL2RlbnRpc3QtZGllZC1pbi1yb2FkLWFjY2lkZW50LWF0LXNpb24vYXJ0aWNsZXNob3cvMTEwODE2OTI4LmNtc9IBc2h0dHBzOi8vdGltZXNvZmluZGlhLmluZGlhdGltZXMuY29tL2NpdHkvbXVtYmFpL2RlbnRpc3QtZGllZC1pbi1yb2FkLWFjY2lkZW50LWF0LXNpb24vYW1wX2FydGljbGVzaG93LzExMDgxNjkyOC5jbXM?hl=en-IN&gl=IN&ceid=IN%3Aen
Road accident fatalities hit all-time high last year in India: Govt data,news.google.com/articles/CBMiggFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vaW5kaWEtbmV3cy9yb2FkLWFjY2lkZW50LWZhdGFsaXRpZXMtaGlnaGVzdC1pbi1uZWFybHktdHdvLWRlY2FkZXMtc2hvd3MtZGF0YS0xMjMxMDMxMDEyNDlfMS5odG1s0gGGAWh0dHBzOi8vd3d3LmJ1c2luZXNzLXN0YW5kYXJkLmNvbS9hbXAvaW5kaWEtbmV3cy9yb2FkLWFjY2lkZW50LWZhdGFsaXRpZXMtaGlnaGVzdC1pbi1uZWFybHktdHdvLWRlY2FkZXMtc2hvd3MtZGF0YS0xMjMxMDMxMDEyNDlfMS5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen
Govt aims to reduce road accident deaths by 50% by 2030: Union Minister Nitin Gadkari,news.google.com/articles/CBMilAFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vbmV3cy9pbmRpYS9nb3Z0LWFpbXMtdG8tcmVkdWNlLXJvYWQtYWNjaWRlbnQtZGVhdGhzLWJ5LTUwLWJ5LTIwMzAtdW5pb24tbWluaXN0ZXItbml0aW4tZ2Fka2FyaS9hcnRpY2xlc2hvdy8xMDY4OTQwOTcuY21z0gGYAWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9uZXdzL2luZGlhL2dvdnQtYWltcy10by1yZWR1Y2Utcm9hZC1hY2NpZGVudC1kZWF0aHMtYnktNTAtYnktMjAzMC11bmlvbi1taW5pc3Rlci1uaXRpbi1nYWRrYXJpL2FtcF9hcnRpY2xlc2hvdy8xMDY4OTQwOTcuY21z?hl=en-IN&gl=IN&ceid=IN%3Aen
"Soon, highways and city roads may have dedicated lanes for two-wheelers",news.google.com/articles/CBMinQFodHRwczovL20uZWNvbm9taWN0aW1lcy5jb20vaW5kdXN0cnkvdHJhbnNwb3J0YXRpb24vcm9hZHdheXMvc29vbi1oaWdod2F5cy1hbmQtY2l0eS1yb2Fkcy1tYXktaGF2ZS1kZWRpY2F0ZWQtbGFuZXMtZm9yLXR3by13aGVlbGVycy9hcnRpY2xlc2hvdy8xMTA0ODc2NDMuY21z0gGhAWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9pbmR1c3RyeS90cmFuc3BvcnRhdGlvbi9yb2Fkd2F5cy9zb29uLWhpZ2h3YXlzLWFuZC1jaXR5LXJvYWRzLW1heS1oYXZlLWRlZGljYXRlZC1sYW5lcy1mb3ItdHdvLXdoZWVsZXJzL2FtcF9hcnRpY2xlc2hvdy8xMTA0ODc2NDMuY21z?hl=en-IN&gl=IN&ceid=IN%3Aen
2 minor girls dead in S’garh road accident,news.google.com/articles/CBMiemh0dHBzOi8vdGltZXNvZmluZGlhLmluZGlhdGltZXMuY29tL2NpdHkvYmh1YmFuZXN3YXIvdHdvLW1pbm9yLWdpcmxzLWRlYWQtaW4tc2dhcmgtcm9hZC1hY2NpZGVudC9hcnRpY2xlc2hvdy8xMTA4ODY1NTQuY21z0gF-aHR0cHM6Ly90aW1lc29maW5kaWEuaW5kaWF0aW1lcy5jb20vY2l0eS9iaHViYW5lc3dhci90d28tbWlub3ItZ2lybHMtZGVhZC1pbi1zZ2FyaC1yb2FkLWFjY2lkZW50L2FtcF9hcnRpY2xlc2hvdy8xMTA4ODY1NTQuY21z?hl=en-IN&gl=IN&ceid=IN%3Aen
Luxury car accidents put dismal spotlight on India's complex road realities,news.google.com/articles/CBMihgFodHRwczovL2F1dG8uaGluZHVzdGFudGltZXMuY29tL2F1dG8vbmV3cy9yb2FkLWFjY2lkZW50cy1pbnZvbHZpbmctbHV4dXJ5LWNhcnMtcmFpc2UtY29uY2VybnMtb3Zlci1zYWZldHktbWVhc3VyZXMtNDE3MTcwNjMxOTg2OTcuaHRtbNIBigFodHRwczovL2F1dG8uaGluZHVzdGFudGltZXMuY29tL2F1dG8vbmV3cy9yb2FkLWFjY2lkZW50cy1pbnZvbHZpbmctbHV4dXJ5LWNhcnMtcmFpc2UtY29uY2VybnMtb3Zlci1zYWZldHktbWVhc3VyZXMvYW1wLTQxNzE3MDYzMTk4Njk3Lmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen
Pune Porsche crash: CCTV captures sports car speeding at 150 kmph before crashing into bike - India Today,news.google.com/articles/CBMie2h0dHBzOi8vd3d3LmluZGlhdG9kYXkuaW4vY2l0aWVzL3B1bmUvdmlkZW8vY2N0di1jYXB0dXJlcy1hY2NpZGVudC1pbnZvbHZpbmctcG9yc2NoZS10d28td2hlZWxlci1pbi1wdW5lLTI1NDE1ODUtMjAyNC0wNS0yMNIBf2h0dHBzOi8vd3d3LmluZGlhdG9kYXkuaW4vYW1wL2NpdGllcy9wdW5lL3ZpZGVvL2NjdHYtY2FwdHVyZXMtYWNjaWRlbnQtaW52b2x2aW5nLXBvcnNjaGUtdHdvLXdoZWVsZXItaW4tcHVuZS0yNTQxNTg1LTIwMjQtMDUtMjA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nitin Gadkari targets 50% reduction in road accident deaths by 2030,news.google.com/articles/CBMigwFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vaW5kaWEtbmV3cy9uaXRpbi1nYWRrYXJpLXRhcmdldHMtNTAtcmVkdWN0aW9uLWluLXJvYWQtYWNjaWRlbnQtZGVhdGhzLWJ5LTIwMzAtMTI0MDExNjAwMzg2XzEuaHRtbNIBhwFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vYW1wL2luZGlhLW5ld3Mvbml0aW4tZ2Fka2FyaS10YXJnZXRzLTUwLXJlZHVjdGlvbi1pbi1yb2FkLWFjY2lkZW50LWRlYXRocy1ieS0yMDMwLTEyNDAxMTYwMDM4Nl8xLmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen
Pune Porsche accident: Who were the two IT professionals who died in car crash,news.google.com/articles/CBMijAFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vaW5kaWEtbmV3cy9wdW5lLXBvcnNjaGUtYWNjaWRlbnQtd2hvLXdlcmUtdGhlLXR3by1pdC1wcm9mZXNzaW9uYWxzLXdoby1kaWVkLWluLWNhci1jcmFzaC0xMDE3MTYyOTgyNzIwODcuaHRtbNIBkAFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vaW5kaWEtbmV3cy9wdW5lLXBvcnNjaGUtYWNjaWRlbnQtd2hvLXdlcmUtdGhlLXR3by1pdC1wcm9mZXNzaW9uYWxzLXdoby1kaWVkLWluLWNhci1jcmFzaC0xMDE3MTYyOTgyNzIwODctYW1wLmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen
Record 1.68 lakh road accident deaths in 2022; 1 every 3 minutes,news.google.com/articles/CBMif2h0dHBzOi8vdGltZXNvZmluZGlhLmluZGlhdGltZXMuY29tL2luZGlhL3JlY29yZC0xLTY4LWxha2gtcm9hZC1hY2NpZGVudC1kZWF0aHMtaW4tMjAyMi0xLWV2ZXJ5LTMtbWluL2FydGljbGVzaG93LzEwNDM4MTExNC5jbXPSAYMBaHR0cHM6Ly90aW1lc29maW5kaWEuaW5kaWF0aW1lcy5jb20vaW5kaWEvcmVjb3JkLTEtNjgtbGFraC1yb2FkLWFjY2lkZW50LWRlYXRocy1pbi0yMDIyLTEtZXZlcnktMy1taW4vYW1wX2FydGljbGVzaG93LzEwNDM4MTExNC5jbXM?hl=en-IN&gl=IN&ceid=IN%3Aen
Pune Porsche accident: Rahul Gandhi's ‘two India’ attack on PM Modi over Pune teen’s bail condition,news.google.com/articles/CBMingFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vaW5kaWEtbmV3cy9wdW5lLXBvcnNjaGUtYWNjaWRlbnQtcmFodWwtZ2FuZGhpcy10d28taW5kaWEtYXR0YWNrLW9uLXBtLW1vZGktb3Zlci1wdW5lLXRlZW4tcy1iYWlsLWNvbmRpdGlvbi0xMDE3MTYzMDYzMzc0MDcuaHRtbNIBogFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vaW5kaWEtbmV3cy9wdW5lLXBvcnNjaGUtYWNjaWRlbnQtcmFodWwtZ2FuZGhpcy10d28taW5kaWEtYXR0YWNrLW9uLXBtLW1vZGktb3Zlci1wdW5lLXRlZW4tcy1iYWlsLWNvbmRpdGlvbi0xMDE3MTYzMDYzMzc0MDctYW1wLmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen
Caught On Cam: Woman Flung In Air As Speeding Car Hits Pedestrian In Pune. No Police Complaint Lodged,news.google.com/articles/CBMikAFodHRwczovL25ld3MuYWJwbGl2ZS5jb20vc3RhdGVzL3B1bmUtYWNjaWRlbnQtcHVuZS1jYXItY3Jhc2gtc3BlZWRpbmctY2FyLXJhbXMtaW50by13b21hbi1jYXVnaHQtb24tY2FtZXJhLWNjdHYtZm9vdGFnZS1tYWhhcmFzaHRyYS1uZXdzLTE2OTQ5MjfSAZQBaHR0cHM6Ly9uZXdzLmFicGxpdmUuY29tL3N0YXRlcy9wdW5lLWFjY2lkZW50LXB1bmUtY2FyLWNyYXNoLXNwZWVkaW5nLWNhci1yYW1zLWludG8td29tYW4tY2F1Z2h0LW9uLWNhbWVyYS1jY3R2LWZvb3RhZ2UtbWFoYXJhc2h0cmEtbmV3cy0xNjk0OTI3L2FtcA?hl=en-IN&gl=IN&ceid=IN%3Aen
"Car Crashes Into Multiple Bikes At Intersection In Maharashtra, 3 Dead",news.google.com/articles/CBMibWh0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhLW5ld3MvY2FyLWNyYXNoZXMtaW50by1tdWx0aXBsZS1iaWtlcy1hdC1pbnRlcnNlY3Rpb24taW4tbWFoYXJhc2h0cmEtMy1kZWFkLTU4MDcyNDLSAXNodHRwczovL3d3dy5uZHR2LmNvbS9pbmRpYS1uZXdzL2Nhci1jcmFzaGVzLWludG8tbXVsdGlwbGUtYmlrZXMtYXQtaW50ZXJzZWN0aW9uLWluLW1haGFyYXNodHJhLTMtZGVhZC01ODA3MjQyL2FtcC8x?hl=en-IN&gl=IN&ceid=IN%3Aen
What Were The Rules That Were Broken In Pune Porsche Car Crash? What Is The Punishment For Drink-Driving?,news.google.com/articles/CBMikAFodHRwczovL3d3dy5uZXdzMTguY29tL2V4cGxhaW5lcnMvd2h5LXRlZW4taW4tcHVuZS1wb3JzY2hlLWNhci1jcmFzaC10aGF0LWtpbGxlZC0yLXdhcy1sZXQtb2ZmLXdoYXQtYXJlLWRyaW5rLWRyaXZpbmctbGF3cy1pbi1pbmRpYS04ODk4OTA3Lmh0bWzSAZQBaHR0cHM6Ly93d3cubmV3czE4LmNvbS9hbXAvZXhwbGFpbmVycy93aHktdGVlbi1pbi1wdW5lLXBvcnNjaGUtY2FyLWNyYXNoLXRoYXQta2lsbGVkLTItd2FzLWxldC1vZmYtd2hhdC1hcmUtZHJpbmstZHJpdmluZy1sYXdzLWluLWluZGlhLTg4OTg5MDcuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen
"Pune Porsche crash: I was drunk so…, What teen revealed during police interrogations | Today News",news.google.com/articles/CBMiiQFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy9pbmRpYS9wdW5lLXBvcnNjaGUtY3Jhc2gtaS13YXMtZHJ1bmstc28td2hhdC10ZWVuLXJldmVhbGVkLWR1cmluZy1wb2xpY2UtaW50ZXJyb2dhdGlvbnMtMTE3MTcyOTI4NDMwNTEuaHRtbNIBjQFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy9pbmRpYS9wdW5lLXBvcnNjaGUtY3Jhc2gtaS13YXMtZHJ1bmstc28td2hhdC10ZWVuLXJldmVhbGVkLWR1cmluZy1wb2xpY2UtaW50ZXJyb2dhdGlvbnMvYW1wLTExNzE3MjkyODQzMDUxLmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen
Every seventh road accident in India is a hit-and-run – but truckers believe new law is too harsh,news.google.com/articles/CBMigQFodHRwczovL3Njcm9sbC5pbi9hcnRpY2xlLzEwNjIzMTIvZXZlcnktc2V2ZW50aC1yb2FkLWFjY2lkZW50LWluLWluZGlhLWlzLWEtaGl0LWFuZC1ydW4tYnV0LXRydWNrZXJzLWJlbGlldmUtbmV3LWxhdy1pcy10b28taGFyc2jSAYUBaHR0cHM6Ly9hbXAuc2Nyb2xsLmluL2FydGljbGUvMTA2MjMxMi9ldmVyeS1zZXZlbnRoLXJvYWQtYWNjaWRlbnQtaW4taW5kaWEtaXMtYS1oaXQtYW5kLXJ1bi1idXQtdHJ1Y2tlcnMtYmVsaWV2ZS1uZXctbGF3LWlzLXRvby1oYXJzaA?hl=en-IN&gl=IN&ceid=IN%3Aen
"India plans nationwide cashless treatment rollout for road accident victims, ₹1.5 lakh cap per person | Mint",news.google.com/articles/CBMioAFodHRwczovL3d3dy5saXZlbWludC5jb20vcG9saXRpY3MvcG9saWN5L2luZGlhLXBsYW5zLW5hdGlvbndpZGUtY2FzaGxlc3MtdHJlYXRtZW50LXJvbGxvdXQtZm9yLXJvYWQtYWNjaWRlbnQtdmljdGltcy0xLTUtbGFraC1jYXAtcGVyLXBlcnNvbi0xMTcxNDczMzYyMTI3Ny5odG1s0gGkAWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9wb2xpdGljcy9wb2xpY3kvaW5kaWEtcGxhbnMtbmF0aW9ud2lkZS1jYXNobGVzcy10cmVhdG1lbnQtcm9sbG91dC1mb3Itcm9hZC1hY2NpZGVudC12aWN0aW1zLTEtNS1sYWtoLWNhcC1wZXItcGVyc29uL2FtcC0xMTcxNDczMzYyMTI3Ny5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen
"2 dead in Gujarat crash, were speeding at 180 kmph, accident on Instagram Live",news.google.com/articles/CBMihQFodHRwczovL3d3dy5pbmRpYXRvZGF5LmluL2luZGlhL3N0b3J5L2d1amFyYXQtY2FyLWFjY2lkZW50LWNhdWdodC1vbi1jYW1lcmEtdmljdGltcy1saXZlLXN0cmVhbWVkLWNhci1jcmFzaC0yLWRlYWQtMjUzOTc0Mi0yMDI0LTA1LTE20gGJAWh0dHBzOi8vd3d3LmluZGlhdG9kYXkuaW4vYW1wL2luZGlhL3N0b3J5L2d1amFyYXQtY2FyLWFjY2lkZW50LWNhdWdodC1vbi1jYW1lcmEtdmljdGltcy1saXZlLXN0cmVhbWVkLWNhci1jcmFzaC0yLWRlYWQtMjUzOTc0Mi0yMDI0LTA1LTE2?hl=en-IN&gl=IN&ceid=IN%3Aen
"Indian Couple, Their Grandchild Killed In Multi-Vehicle Accident In Canada",news.google.com/articles/CBMidWh0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhbnMtYWJyb2FkL2luZGlhbi1jb3VwbGUtdGhlaXItZ3JhbmRjaGlsZC1raWxsZWQtaW4tbXVsdGktdmVoaWNsZS1hY2NpZGVudC1pbi1jYW5hZGEtNTU4NDYwNdIBe2h0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhbnMtYWJyb2FkL2luZGlhbi1jb3VwbGUtdGhlaXItZ3JhbmRjaGlsZC1raWxsZWQtaW4tbXVsdGktdmVoaWNsZS1hY2NpZGVudC1pbi1jYW5hZGEtNTU4NDYwNS9hbXAvMQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Pune crash: Juvenile Justice Board extends remand of minor till June 12,news.google.com/articles/CBMihwFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vaW5kaWEtbmV3cy9wdW5lLWNyYXNoLWp1dmVuaWxlLWp1c3RpY2UtYm9hcmQtZXh0ZW5kcy1yZW1hbmQtb2YtbWlub3ItdGlsbC1qdW5lLTEyLTEyNDA2MDYwMDE4M18xLmh0bWzSAYsBaHR0cHM6Ly93d3cuYnVzaW5lc3Mtc3RhbmRhcmQuY29tL2FtcC9pbmRpYS1uZXdzL3B1bmUtY3Jhc2gtanV2ZW5pbGUtanVzdGljZS1ib2FyZC1leHRlbmRzLXJlbWFuZC1vZi1taW5vci10aWxsLWp1bmUtMTItMTI0MDYwNjAwMTgzXzEuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen
"Hit by car, student thrown off flyover in Gurgaon, dies",news.google.com/articles/CBMibWh0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS9jaXRpZXMvZGVsaGkvaGl0LWJ5LWNhci1zdHVkZW50LXRocm93bi1vZmYtZmx5b3Zlci1pbi1ndXJnYW9uLWRpZXMtOTM3OTAwMi_SAXJodHRwczovL2luZGlhbmV4cHJlc3MuY29tL2FydGljbGUvY2l0aWVzL2RlbGhpL2hpdC1ieS1jYXItc3R1ZGVudC10aHJvd24tb2ZmLWZseW92ZXItaW4tZ3VyZ2Fvbi1kaWVzLTkzNzkwMDIvbGl0ZS8?hl=en-IN&gl=IN&ceid=IN%3Aen
India Porsche deaths: Outrage at bail granted to underage 'drunk driver' in Pune,news.google.com/articles/CBMiS2h0dHBzOi8vd3d3LnRoZW5hdGlvbmFsbmV3cy5jb20vbmV3cy9hc2lhLzIwMjQvMDUvMjEvcHVuZS1wb3JzY2hlLWFjY2lkZW50L9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
"India Saw Over 1.6 Lakh Road Accident Deaths, Minister Reveals Causes",news.google.com/articles/CBMibGh0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhLW5ld3MvaW5kaWEtc2F3LW92ZXItMS02LWxha2gtcm9hZC1hY2NpZGVudC1kZWF0aHMtbWluaXN0ZXItcmV2ZWFscy1jYXVzZXMtNDY0NTE1N9IBcmh0dHBzOi8vd3d3Lm5kdHYuY29tL2luZGlhLW5ld3MvaW5kaWEtc2F3LW92ZXItMS02LWxha2gtcm9hZC1hY2NpZGVudC1kZWF0aHMtbWluaXN0ZXItcmV2ZWFscy1jYXVzZXMtNDY0NTE1Ny9hbXAvMQ?hl=en-IN&gl=IN&ceid=IN%3Aen
